company_name,ico,segment,is_client,play_type,employee_count,current_acv_eur,potential_acv_eur,whitespace_eur,current_products,top_upsell,all_upsells,competitor_tools,nearest_renewal,days_to_renewal
"GreMi KLIMA, s.r.o.",07535694,D&M,False,greenfield,,0,4200,4200,,,,,,
GmbH & Co. KG,02015307,M&E,False,greenfield,,0,4200,4200,,,,,,
"GABEN, spol. s r.o.",19012021,D&M,False,greenfield,,0,4200,4200,,,,,,
FORTE-WESPA-ROKYCANY s.r.o.,27991750,D&M,False,greenfield,6,0,4200,4200,,,,,,
FMS,02682681,AEC,False,greenfield,,0,4200,4200,,,,,,
FLOTT,19421583,AEC,False,greenfield,,0,4200,4200,,,,,,
"FK system - povrchové úpravy, s.r.o.",27736717,D&M,False,greenfield,25,0,4200,4200,,,,,,
"FERMAT Machine Tool, s.r.o.",27450911,D&M,False,greenfield,21,0,4200,4200,,,,,,
F.M.T. Group s.r.o.,26848104,D&M,False,greenfield,6,0,4200,4200,,,,,,
ExactCut s.r.o.,25323237,D&M,False,greenfield,,0,4200,4200,,,,,,
Exact Forestall s.r.o.,27648401,D&M,False,greenfield,,0,4200,4200,,,,,,
EQUICom s.r.o.,09830740,AEC,False,greenfield,10,0,4200,4200,,,,,,
EPO GEARMOT s.r.o.,29455260,D&M,False,greenfield,23,0,4200,4200,,,,,,
ENVIL Standard Parts s.r.o.,07166770,D&M,False,greenfield,,0,4200,4200,,,,,,
EMCO Intos s.r.o.,43763162,D&M,False,greenfield,,0,4200,4200,,,,,,
ELA Blockchain Services a.s.,08176868,D&M,False,greenfield,6,0,4200,4200,,,,,,
EICHLER COMPANY a.s.,25597027,D&M,False,greenfield,19,0,4200,4200,,,,,,
"Dukane IAS, s.r.o.",27187934,D&M,False,greenfield,27,0,4200,4200,,,,,,
"Dinel, s.r.o.",63476886,D&M,False,greenfield,35,0,4200,4200,,,,,,
Devillé TPC Jihlava s.r.o.,25733516,D&M,False,greenfield,,0,4200,4200,,,,,,
DELTA s.r.l.,19519702,AEC,False,greenfield,,0,4200,4200,,,,,,
"CZ.TECH Čelákovice, a.s.",25946269,D&M,False,greenfield,,0,4200,4200,,,,,,
"Contra Praha, s.r.o.",48028789,D&M,False,greenfield,11,0,4200,4200,,,,,,
"CLOOS PRAHA, spol. s r.o.",41191391,D&M,False,greenfield,10,0,4200,4200,,,,,,
CECHO - BOHUMIL CEMPÍREK s.r.o.,27680703,D&M,False,greenfield,14,0,4200,4200,,,,,,
CADMIA 3D s.r.o.,29451442,D&M,False,greenfield,,0,4200,4200,,,,,,
BOTTLING PRINTING s.r.o.,25869078,D&M,False,greenfield,15,0,4200,4200,,,,,,
"BOSAL ČR, spol. s r.o.",25668731,D&M,False,greenfield,,0,4200,4200,,,,,,
BOKI ROBOTIZOVANÉ SYSTÉMY spol. s r.o.,45792631,D&M,False,greenfield,,0,4200,4200,,,,,,
"Bohemia - SysTech group, s.r.o.",04222521,D&M,False,greenfield,5,0,4200,4200,,,,,,
BMF,01833022,M&E,False,greenfield,,0,4200,4200,,,,,,
Bio-Circle s.r.o.,28267656,D&M,False,greenfield,17,0,4200,4200,,,,,,
Bio HI-TECH Surface Technology s.r.o.,06732984,AEC,False,greenfield,,0,4200,4200,,,,,,
BEEWATEC s.r.o.,29206367,D&M,False,greenfield,9,0,4200,4200,,,,,,
BAS Rudice spol. s r.o.,16343875,D&M,False,greenfield,,0,4200,4200,,,,,,
aReception.ai s.r.o.,19836082,D&M,False,greenfield,,0,4200,4200,,,,,,
ant PROFITOOLS s.r.o.,02224194,M&E,False,greenfield,,0,4200,4200,,,,,,
ALYA,04852168,AEC,False,greenfield,,0,4200,4200,,,,,,
ALLGARD CZ,02183064,D&M,False,greenfield,21,0,4200,4200,,,,,,
ALBERTINA Machinery s.r.o.,05299331,D&M,False,greenfield,,0,4200,4200,,,,,,
24 VISION a.s.,08233071,D&M,False,greenfield,,0,4200,4200,,,,,,
ČERMÁK-AERO-ART,14374374,D&M,False,greenfield,,0,4200,4200,,,,,,
Zuri,06403727,D&M,False,greenfield,1,0,4200,4200,,,,,,
Zahradník Z. s.r.o.,22437568,M&E,False,greenfield,,0,4200,4200,,,,,,
"YATUN, s.r.o.",28176791,M&E,False,greenfield,18,0,4200,4200,,,,,,
XPJ TRADE s.r.o.,09213643,D&M,False,greenfield,1,0,4200,4200,,,,,,
"WILO CS, s.r.o.",62579207,D&M,False,greenfield,25,0,4200,4200,,,,,,
Vrgineers,06136303,D&M,False,greenfield,29,0,4200,4200,,,,,,
VR GROUP,04677561,AEC,False,greenfield,,0,4200,4200,,,,,,
"Vojenský výzkumný ústav, s.p.",29372259,D&M,False,greenfield,,0,4200,4200,,,,,,
"VELUX Česká republika, s.r.o.",00532592,AEC,False,greenfield,,0,4200,4200,,,,,,
VAG s.r.o.,08247200,AEC,False,greenfield,,0,4200,4200,,,,,,
Unlimit DB s.r.o.,17836492,AEC,False,greenfield,10,0,4200,4200,,,,,,
UBM Development Czechia s.r.o.,63978733,AEC,False,greenfield,25,0,4200,4200,,,,,,
TOP Alulit s.r.o.,26957400,D&M,False,greenfield,12,0,4200,4200,,,,,,
TOMTON s.r.o.,28614836,D&M,False,greenfield,10,0,4200,4200,,,,,,
THALOR Group,17523451,D&M,False,greenfield,10,0,4200,4200,,,,,,
SPOLUWORKS PERFECTA,26218500,D&M,False,greenfield,25,0,4200,4200,,,,,,
"Slévárny Třinec, a. s.",25830716,D&M,False,greenfield,,0,4200,4200,,,,,,
"Slévárna Heunisch Brno, s.r.o.",27695905,D&M,False,greenfield,6,0,4200,4200,,,,,,
"SLP, s. r. o.",07992122,AEC,False,greenfield,6,0,4200,4200,,,,,,
"SEVEn, The Energy Efficiency Center, z.ú.",05399416,AEC,False,greenfield,10,0,4200,4200,,,,,,
"Senzomatic, s.r.o.",07932197,D&M,False,greenfield,6,0,4200,4200,,,,,,
Sekyra Group,09698671,AEC,False,greenfield,,0,4200,4200,,,,,,
SEDUM TOP SOLUTION s.r.o.,04980492,AEC,False,greenfield,1,0,4200,4200,,,,,,
Sector,02815508,AEC,False,greenfield,,0,4200,4200,,,,,,
SAZ AEROSPACE,25057570,D&M,False,greenfield,16,0,4200,4200,,,,,,
Saint-Gobain Construction Products CZ,25029673,AEC,False,greenfield,,0,4200,4200,,,,,,
Radalytica,04753437,D&M,False,greenfield,17,0,4200,4200,,,,,,
Pražská developerská společnost,09211322,AEC,False,greenfield,22,0,4200,4200,,,,,,
Piston Rings Komarov s.r.o.,06143814,D&M,False,greenfield,12,0,4200,4200,,,,,,
Photon,04568095,M&E,False,greenfield,20,0,4200,4200,,,,,,
PHOTOMATE s.r.o.,10750291,D&M,False,greenfield,16,0,4200,4200,,,,,,
"PASSERINVEST GROUP, a.s.",26118963,AEC,False,greenfield,16,0,4200,4200,,,,,,
New Space Technologies,01954717,D&M,False,greenfield,26,0,4200,4200,,,,,,
MOMOSO s.r.o.,01693701,M&E,False,greenfield,1,0,4200,4200,,,,,,
"Mitrenga-stavby, spol. s.r.o.",26944022,AEC,False,greenfield,20,0,4200,4200,,,,,,
MHS tlakové lití s.r.o.,63509024,D&M,False,greenfield,20,0,4200,4200,,,,,,
MGM COMPRO,03093212,D&M,False,greenfield,17,0,4200,4200,,,,,,
LICRIT,03102874,M&E,False,greenfield,6,0,4200,4200,,,,,,
KONCEPT EKOTECH s.r.o.,26428857,D&M,False,greenfield,12,0,4200,4200,,,,,,
KKCG Real Estate,23781467,AEC,False,greenfield,,0,4200,4200,,,,,,
Kingspan a.s.,64829201,D&M,False,greenfield,21,0,4200,4200,,,,,,
"Institut Cirkulární Ekonomiky, z.ú.",04065956,M&E,False,greenfield,10,0,4200,4200,,,,,,
Hydro Building Systems Czechia s.r.o.,47547472,AEC,False,greenfield,10,0,4200,4200,,,,,,
"Hamag, spol. s r. o.",44004478,D&M,False,greenfield,,0,4200,4200,,,,,,
GWS Ground Waterproofing systems s.r.o.,08839883,D&M,False,greenfield,1,0,4200,4200,,,,,,
FORBO s.r.o.,25004671,D&M,False,greenfield,1,0,4200,4200,,,,,,
Focam spol. s r. o.,43962696,D&M,False,greenfield,6,0,4200,4200,,,,,,
ELK BAU s.r.o.,17829291,AEC,False,greenfield,,0,4200,4200,,,,,,
"EGLS, s.r.o.",21230099,AEC,False,greenfield,,0,4200,4200,,,,,,
Data Protection Regulation,06541542,M&E,False,greenfield,,0,4200,4200,,,,,,
"Cushman & Wakefield, s.r.o.",07236743,AEC,False,greenfield,,0,4200,4200,,,,,,
"Colliers International, s.r.o.",27244172,M&E,False,greenfield,20,0,4200,4200,,,,,,
"CHARVÁT AXL, a.s.",60913959,D&M,False,greenfield,6,0,4200,4200,,,,,,
Chapman Taylor s.r.o.,26503433,AEC,False,greenfield,6,0,4200,4200,,,,,,
CARINAE aerospace s.r.o.,21596239,D&M,False,greenfield,6,0,4200,4200,,,,,,
"Brano, a. s.",45193363,D&M,False,greenfield,,0,4200,4200,,,,,,
BONAFIDE Group,29040621,AEC,False,greenfield,,0,4200,4200,,,,,,
ALUMETALL CZ s.r.o.,27935850,D&M,False,greenfield,9,0,4200,4200,,,,,,
AIRMOBIS,03854116,D&M,False,greenfield,8,0,4200,4200,,,,,,
Uava,22269088,D&M,False,greenfield,15,0,4200,4200,,,,,,
Skyline,00670049,D&M,False,greenfield,,0,4200,4200,,,,,,
Sapie,47675390,D&M,False,greenfield,5,0,4200,4200,,,,,,
RealityScan,02656256,AEC,False,greenfield,,0,4200,4200,,,,,,
RCN,23401991,D&M,False,greenfield,,0,4200,4200,,,,,,
QuaternAR,21332282,D&M,False,greenfield,7,0,4200,4200,,,,,,
Nira,09267565,AEC,False,greenfield,,0,4200,4200,,,,,,
Blurry,21372926,M&E,False,greenfield,,0,4200,4200,,,,,,
Avag,21758972,D&M,False,greenfield,,0,4200,4200,,,,,,
80,01591401,AEC,False,greenfield,,0,4200,4200,,,,,,
3Gon,07724861,M&E,False,greenfield,8,0,4200,4200,,,,,,
"Viking Masek, a.s.",24249629,D&M,False,displacement,,0,4200,4200,,,,draftsight; dassault systemes; solidworks,,
ATAS elektromotory Náchod a.s.,45534543,D&M,True,expand+displace,250,10300,14400,4100,AutoCAD LT | Inventor | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,catia; bentley openroads designer; draftsight; siemens plm; mathcad,2026-10-16,176
JH Solar s.r.o.,28064275,D&M,True,upsell,10,3200,7200,4000,Civil 3D,AEC Collection,AEC Collection; InfraWorks; Forma,,2026-10-21,181
PRECIZ,01475690,unknown,True,upsell,,24800,28800,4000,AutoCAD LT | Inventor | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-06-09,47
HACO N.V,,unknown,True,upsell,,3200,7200,4000,Civil 3D,AEC Collection,AEC Collection; InfraWorks; Forma,,2028-02-06,654
Studio 727,,unknown,True,upsell,,3200,7200,4000,Civil 3D,AEC Collection,AEC Collection; InfraWorks; Forma,,2026-10-17,177
GRIP Studios,,unknown,True,upsell,,3200,7200,4000,Civil 3D,AEC Collection,AEC Collection; InfraWorks; Forma,,2026-10-17,177
"TERIER, s.r.o.",25382284,unknown,True,upsell,,6600,10400,3800,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-12-04,225
Kromer,01678825,AEC,True,upsell,17,6600,10400,3800,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2026-12-04,225
EIRI,,unknown,True,upsell,,6600,10400,3800,AutoCAD,AEC Collection,AEC Collection; PDMC; Forma,,2027-02-05,288
"TRIBOTEC, spol. s r.o.",60737221,D&M,True,upsell,10,1000,4550,3550,Fusion + EAGLE,PDMC,PDMC; Flex,,2027-03-07,318
RIMATEC s.r.o.,05583837,D&M,True,upsell,,1000,4550,3550,Fusion + EAGLE,PDMC,PDMC; Flex,,2027-03-07,318
BMRG,,unknown,True,upsell,,1000,4550,3550,Fusion + EAGLE,PDMC,PDMC; Flex,,2027-01-02,254
Michael Sander Kunststofftechnik GmbH,,unknown,True,upsell,6,1000,4550,3550,Fusion + PowerMill,PDMC,PDMC; Flex,,2028-06-22,791
LASCO Umformtechnik GmbH,,unknown,True,upsell,292,1000,4550,3550,Fusion + PowerMill,PDMC,PDMC; Flex,,2026-12-31,252
HS Umformtechnik GmbH,,unknown,True,upsell,11,1000,4550,3550,Fusion + PowerMill,PDMC,PDMC; Flex,,2026-12-31,252
FRIES Kunststofftechnik GmbH,,unknown,True,upsell,123,1000,4550,3550,Fusion + PowerMill,PDMC,PDMC; Flex,,2028-06-22,791
ebu Umformtechnik GmbH,,unknown,True,upsell,30,1000,4550,3550,Fusion + PowerMill,PDMC,PDMC; Flex,,2026-12-31,252
BUCHER Hydraulics,,unknown,True,expand+displace,2166,1000,4550,3550,Fusion + PowerInspect,PDMC,PDMC; Flex,dassault systemes; solidworks,2026-07-31,99
ASA Hydraulik,,unknown,True,upsell,75,1000,4550,3550,Fusion + PowerInspect,PDMC,PDMC; Flex,,2026-07-31,99
SKOBA,04520815,D&M,True,upsell,59,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2026-10-03,163
PNEUMAX Automation s.r.o.,27766489,AEC,True,upsell,8,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2026-07-08,76
Metso Czech Republic s.r.o.,60741902,D&M,True,expand+displace,,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,siemens simatic wincc; tekla; bentley staad; dassault systemes; siemens plm,2027-02-05,288
SVS Automation,,unknown,True,upsell,10,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2026-07-08,76
SOPREM AUTOMATION AG,,unknown,True,upsell,24,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2026-07-08,76
HASKOM Automation s.r.o.,,unknown,True,upsell,13,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,,2026-07-08,76
Haas Automation Inc.,,unknown,True,expand+displace,1300,5600,9000,3400,Inventor,PDMC,PDMC; Fusion Mfg Ext; Vault,mathcad; mastercam; dassault systemes; solidworks,2026-07-08,76
Römheld GmbH,,unknown,True,upsell,577,7200,10400,3200,AutoCAD | Inventor,AEC Collection,AEC Collection; PDMC; Forma,,2026-07-24,92
WALTER CZ s.r.o.,26440318,M&E,True,expand+displace,3300,1500,4550,3050,EAGLE | Fusion + EAGLE,PDMC,PDMC; Flex,siemens nx; siemens plm; siemens teamcenter plm software; solidworks,2026-04-29,6
Mark2 Corporation Czech a.s.,25719751,D&M,True,upsell,,2000,4550,2550,Fusion + Netfabb | Fusion + PowerMill,PDMC,PDMC; Flex,,,
Magnom Corporation Ltd.,,unknown,True,upsell,587,2000,4550,2550,Fusion + Netfabb | Fusion + PowerMill,PDMC,PDMC; Flex,,,
ebm-papst CZ s.r.o.,,unknown,True,upsell,17,2000,4550,2550,Fusion + FeatureCAM | Fusion + PowerShape,PDMC,PDMC; Flex,,2026-07-29,97
"E METALL, a.s.",,unknown,True,upsell,19,4700,7200,2500,AutoCAD LT | PDMC,AEC Collection,AEC Collection; AutoCAD (full); Fusion Mfg Ext,,2026-10-09,169
lukasak,09755144,AEC,True,upsell,,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2026-09-16,146
Nacity,08583731,D&M,True,upsell,,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2026-09-14,144
RATAJ a.s.,28144490,unknown,True,upsell,21,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2026-06-19,57
Jan Janko,08356882,unknown,True,upsell,,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2026-04-25,2
Martina Komendová,49951564,unknown,True,upsell,,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2027-03-30,341
STUDIO IHOR,,unknown,True,upsell,,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2027-04-13,355
Georg Render GmbH,,unknown,True,upsell,6,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,2027-03-01,312
BARTHOLOMY,,unknown,True,upsell,83,2200,4550,2350,3ds Max,M&E Collection,M&E Collection; Flex,,3333-12-31,477624
e.d.c.,03398714,AEC,True,upsell,,5400,7700,2300,Fusion | Fusion Mfg Ext | Inventor,PDMC,PDMC; Fusion Sim Ext; Fusion Manage Ext,,2027-01-05,257
Independent,00360146,unknown,False,greenfield,,0,2200,2200,,,,,,
T-Mobile,01702149,unknown,False,greenfield,,0,2200,2200,,,,,,
Bobcat,04655320,unknown,False,greenfield,,0,2200,2200,,,,,,
"sunaffairs, s.r.o.",22554394,unknown,False,greenfield,,0,2200,2200,,,,,,
Innogy,07846738,unknown,False,greenfield,,0,2200,2200,,,,,,
Agentura pro podnikání a inovace,05108861,unknown,False,greenfield,,0,2200,2200,,,,,,
Skanska,00364486,unknown,False,greenfield,,0,2200,2200,,,,,,
Poclain Hydraulics,17355885,unknown,False,greenfield,,0,2200,2200,,,,,,
JetBrains,05992419,unknown,False,greenfield,,0,2200,2200,,,,,,
Technologická agentura ČR,72050365,unknown,False,greenfield,,0,2200,2200,,,,,,
"Národní rozvojová banka, a.s.",44848943,unknown,False,greenfield,,0,2200,2200,,,,,,
tripartita,47785217,unknown,False,greenfield,,0,2200,2200,,,,,,
České vysoké učení technické v Praze,68407700,unknown,False,greenfield,10,0,2200,2200,,,,,,
"Česká spořitelna, a.s.",44224702,unknown,False,greenfield,,0,2200,2200,,,,,,
"Ústav výzkumu globální změny AV ČR, v. v. i.",86652079,unknown,False,greenfield,,0,2200,2200,,,,,,
zatecka,01402293,unknown,False,greenfield,,0,2200,2200,,,,,,
stika,01079409,unknown,False,greenfield,,0,2200,2200,,,,,,
spackova,00976288,unknown,False,greenfield,,0,2200,2200,,,,,,
slovacek,01124293,unknown,False,greenfield,,0,2200,2200,,,,,,
Sdružení místních samospráv,75130165,unknown,False,greenfield,,0,2200,2200,,,,,,
ScreensON s.r.o.,19125712,unknown,False,greenfield,,0,2200,2200,,,,,,
Salingerova,04757491,unknown,False,greenfield,,0,2200,2200,,,,,,
Rekáva s.r.o.,09579966,unknown,False,greenfield,,0,2200,2200,,,,,,
"Partnerství pro městskou mobilitu, z. s.",01911996,unknown,False,greenfield,,0,2200,2200,,,,,,
Ministerstvo životního prostředí,00164801,unknown,False,greenfield,14,0,2200,2200,,,,,,
Ministerstvo průmyslu a obchodu,47609109,unknown,False,greenfield,,0,2200,2200,,,,,,
Komerční banka,15049469,unknown,False,greenfield,,0,2200,2200,,,,,,
Kolonaoperak s.r.o.,09926950,unknown,False,greenfield,,0,2200,2200,,,,,,
kocurek,01250876,unknown,False,greenfield,,0,2200,2200,,,,,,
"Jihomoravská agentura pro veřejné inovace JINAG, spolek",65338090,unknown,False,greenfield,,0,2200,2200,,,,,,
Garnea,24363120,unknown,False,greenfield,,0,2200,2200,,,,,,
For Arch,01282263,unknown,False,greenfield,,0,2200,2200,,,,,,
EMP s.r.o.,01796704,unknown,False,greenfield,15,0,2200,2200,,,,,,
drda,00774421,unknown,False,greenfield,,0,2200,2200,,,,,,
Colonnade Insurance,04485297,unknown,False,greenfield,,0,2200,2200,,,,,,
City street Games s.r.o.,06555683,unknown,False,greenfield,1,0,2200,2200,,,,,,
Centrum pro regionální rozvoj České republiky,04095316,unknown,False,greenfield,,0,2200,2200,,,,,,
biras,17112222,unknown,False,greenfield,,0,2200,2200,,,,,,
"Autonapůl, družstvo",29301751,unknown,False,greenfield,6,0,2200,2200,,,,,,
"Asociace korozních inženýrů, z.s.",45249067,unknown,False,greenfield,,0,2200,2200,,,,,,
ANTHONYapp s. r. o.,10763767,unknown,False,greenfield,1,0,2200,2200,,,,,,
Agentura pro podporu podnikání a investic CzechInvest,71377999,unknown,False,greenfield,,0,2200,2200,,,,,,
A-SAFE s.r.o.,03431266,unknown,False,greenfield,,0,2200,2200,,,,,,
201 consulting s.r.o.,24284530,unknown,False,greenfield,8,0,2200,2200,,,,,,
ČSOB banka,13584324,unknown,False,greenfield,,0,2200,2200,,,,,,
United Spaces,22268561,unknown,False,greenfield,,0,2200,2200,,,,,,
Todus,02924790,unknown,False,greenfield,,0,2200,2200,,,,,,
Střední škola designu interiéru Liberec,25015362,unknown,False,greenfield,,0,2200,2200,,,,,,
STOPKA,02690292,unknown,False,greenfield,,0,2200,2200,,,,,,
Silky Gang,08097241,unknown,False,greenfield,,0,2200,2200,,,,,,
SEGRASEGRA,22563571,unknown,False,greenfield,,0,2200,2200,,,,,,
ROBOT,05018005,unknown,False,greenfield,,0,2200,2200,,,,,,
Rare Places,21697019,unknown,False,greenfield,,0,2200,2200,,,,,,
Raiffeisenbank a.s.,49240901,unknown,False,greenfield,,0,2200,2200,,,,,,
Poketo,09362819,unknown,False,greenfield,,0,2200,2200,,,,,,
Památník národního písemnictví,00023311,unknown,False,greenfield,,0,2200,2200,,,,,,
OPAK,07542038,unknown,False,greenfield,,0,2200,2200,,,,,,
Nadační fond Vltavské filharmonie,23220121,unknown,False,greenfield,,0,2200,2200,,,,,,
Nadace Terezy Maxové dětem,28514319,unknown,False,greenfield,,0,2200,2200,,,,,,
Museum Kampa,49370499,unknown,False,greenfield,,0,2200,2200,,,,,,
Monika Drápalová,71627715,unknown,False,greenfield,,0,2200,2200,,,,,,
Modernista,26690322,unknown,False,greenfield,,0,2200,2200,,,,,,
Ludmila Kopecká,02815729,unknown,False,greenfield,,0,2200,2200,,,,,,
Los Churros,18009239,unknown,False,greenfield,,0,2200,2200,,,,,,
Lieu Le,63506840,unknown,False,greenfield,,0,2200,2200,,,,,,
Lenka Holubcová,04362047,unknown,False,greenfield,,0,2200,2200,,,,,,
LAUFEN,05219639,unknown,False,greenfield,,0,2200,2200,,,,,,
Kayu,21681937,unknown,False,greenfield,,0,2200,2200,,,,,,
Johan Pertl,07939795,unknown,False,greenfield,,0,2200,2200,,,,,,
Janja Prokić,04363850,unknown,False,greenfield,,0,2200,2200,,,,,,
HORNBACH,01515497,unknown,False,greenfield,,0,2200,2200,,,,,,
Hana Zárubová,13781685,unknown,False,greenfield,,0,2200,2200,,,,,,
Hana Valtová,08833605,unknown,False,greenfield,,0,2200,2200,,,,,,
Fromin,00370136,unknown,False,greenfield,,0,2200,2200,,,,,,
Fleysen,64832643,unknown,False,greenfield,,0,2200,2200,,,,,,
ferdinand.,01316664,unknown,False,greenfield,,0,2200,2200,,,,,,
Dita Koubek,22360824,unknown,False,greenfield,,0,2200,2200,,,,,,
DECHEM,06898408,unknown,False,greenfield,,0,2200,2200,,,,,,
CULTO,14889854,unknown,False,greenfield,,0,2200,2200,,,,,,
Cukrář Skála,06473181,unknown,False,greenfield,,0,2200,2200,,,,,,
CAMP,00568481,unknown,False,greenfield,,0,2200,2200,,,,,,
Asociace českého průmyslového designu,09533621,unknown,False,greenfield,,0,2200,2200,,,,,,
Anna Jožová,03786447,unknown,False,greenfield,,0,2200,2200,,,,,,
Alexmonhart,05910510,unknown,False,greenfield,,0,2200,2200,,,,,,
Aleksandar Masnikosa,03602192,unknown,False,greenfield,,0,2200,2200,,,,,,
Adéla Růžičková,19706243,unknown,False,greenfield,,0,2200,2200,,,,,,
Česká agentura pro standardizaci,06578705,unknown,False,greenfield,25,0,2200,2200,,,,,,
Správa železnic,44557183,unknown,False,greenfield,,0,2200,2200,,,,,,
Kapnetix,19447892,unknown,False,greenfield,,0,2200,2200,,,,,,
"Česká podnikatelská pojišťovna, a.s.",63998530,unknown,False,greenfield,,0,2200,2200,,,,,,
"Česká exportní banka, a.s.",63078333,unknown,False,greenfield,,0,2200,2200,,,,,,
Zehnder Group Czech Republic s.r.o.,24262200,unknown,False,greenfield,23,0,2200,2200,,,,,,
"ZANZIBAR, s.r.o.",06720013,unknown,False,greenfield,14,0,2200,2200,,,,,,
YILMAZ,01300491,unknown,False,greenfield,,0,2200,2200,,,,,,
Winsor Trading s.r.o.,24305723,unknown,False,greenfield,,0,2200,2200,,,,,,
Westieri s.r.o.,17864771,unknown,False,greenfield,,0,2200,2200,,,,,,
WALTER KOMPRESSORTECHNIK ČESKO s.r.o.,09780491,unknown,False,greenfield,,0,2200,2200,,,,,,
"Vyšší odborná škola a Střední průmyslová škola, Volyně, Resslova 440",60650494,unknown,False,greenfield,,0,2200,2200,,,,,,
Vysoké učení technické v Brně,00216305,unknown,False,greenfield,15,0,2200,2200,,,,,,
VENIM - průmyslové značení s.r.o.,25369601,unknown,False,greenfield,,0,2200,2200,,,,,,
VAVRUŠKA TRADE s.r.o.,01444093,unknown,False,greenfield,,0,2200,2200,,,,,,
Unitas Container Depot (Prague) s.r.o.,11713348,unknown,False,greenfield,,0,2200,2200,,,,,,
Torwegge CZ s.r.o.,29320411,unknown,False,greenfield,,0,2200,2200,,,,,,
THOMSON,05407648,unknown,False,greenfield,,0,2200,2200,,,,,,
TEDEC a.s.,63217163,unknown,False,greenfield,,0,2200,2200,,,,,,
T.E.R.,00371325,unknown,False,greenfield,,0,2200,2200,,,,,,
Svaz energetiky České republiky,18631584,unknown,False,greenfield,,0,2200,2200,,,,,,
STYLE CNC Machines CZ s.r.o.,05577624,unknown,False,greenfield,,0,2200,2200,,,,,,
STRONG HAND EUROPE s.r.o.,01933965,unknown,False,greenfield,,0,2200,2200,,,,,,
SSZ,04918916,unknown,False,greenfield,,0,2200,2200,,,,,,
SSAB,09069313,unknown,False,greenfield,,0,2200,2200,,,,,,
"SPECION, s.r.o.",48112836,unknown,False,greenfield,12,0,2200,2200,,,,,,
"SOLUTECH BOHEMIA, s.r.o.",27237851,unknown,False,greenfield,,0,2200,2200,,,,,,
Smalley,09249559,unknown,False,greenfield,,0,2200,2200,,,,,,
"Sdružení vlastníků a správců lesních majetků ČR, z.s.p.o.",70970661,unknown,False,greenfield,,0,2200,2200,,,,,,
SCANDIUM s.r.o.,26281244,unknown,False,greenfield,11,0,2200,2200,,,,,,
"SCANDIQUE, spol. s r.o.",26736641,unknown,False,greenfield,,0,2200,2200,,,,,,
"RWT, s.r.o.",03081222,unknown,False,greenfield,,0,2200,2200,,,,,,
RUD,02119161,unknown,False,greenfield,,0,2200,2200,,,,,,
RAPID,00373875,unknown,False,greenfield,,0,2200,2200,,,,,,
RAIDEN,63887215,unknown,False,greenfield,,0,2200,2200,,,,,,
"RAFAEL HYGIENE, s.r.o.",03551211,unknown,False,greenfield,,0,2200,2200,,,,,,
Pražský inovační institut,08874883,unknown,False,greenfield,26,0,2200,2200,,,,,,
POP,01100262,unknown,False,greenfield,,0,2200,2200,,,,,,
PCC MORAVA - CHEM s.r.o.,47669063,unknown,False,greenfield,15,0,2200,2200,,,,,,
Pavel Hlobil,01597124,unknown,False,greenfield,,0,2200,2200,,,,,,
"Optimus Ceiling, s.r.o.",06342817,unknown,False,greenfield,,0,2200,2200,,,,,,
Nissan,01536133,unknown,False,greenfield,,0,2200,2200,,,,,,
NIDYON - Česká Republika s.r.o.,17143292,unknown,False,greenfield,19,0,2200,2200,,,,,,
Nadace pro rozvoj architektury a stavitelství,00273309,unknown,False,greenfield,,0,2200,2200,,,,,,
Nadace Partnerství,45773521,unknown,False,greenfield,,0,2200,2200,,,,,,
Nadace dřevo pro život,27363589,unknown,False,greenfield,,0,2200,2200,,,,,,
MSC CZECH REPUBLIC s.r.o.,22093141,unknown,False,greenfield,,0,2200,2200,,,,,,
MEWA Textil-Service s.r.o.,64582558,unknown,False,greenfield,,0,2200,2200,,,,,,
metaloBox Bohemia s.r.o.,27697428,unknown,False,greenfield,,0,2200,2200,,,,,,
Mercedes-Benz,10929843,unknown,False,greenfield,,0,2200,2200,,,,,,
Margarido,08870136,unknown,False,greenfield,,0,2200,2200,,,,,,
